"","doi","title","abstract","YearPub"
"799",NA,"metabarcoding analysis of fungal diversity in the phyllosphere and carposphere of olive olea europaea","the fungal diversity associated with leaves, flowers and fruits of olive (olea europaea) was investigated in different phenological stages (may, june, october and december) using an implemented metabarcoding approach. it consisted of the 454 pyrosequencing of the fungal its2 region and the subsequent phylogenetic analysis of relevant genera along with validated reference sequences. most sequences were identified up to the species level or were associated with a restricted number of related taxa enabling supported speculations regarding their biological role. analyses revealed a rich fungal community with 195 different otus. ascomycota was the dominating phyla representing 93.6% of the total number of detected sequences followed by unidentified fungi (3.6%) and basidiomycota (2.8%). a higher level of diversity was revealed for leaves compared to flowers and fruits. among plant pathogens the genus colletotrichum represented by three species (c. godetiae syn. c. clavatum, c. acutatum s.s and c. karstii) was the most abundant on ripe fruits but it was also detected in other organs. pseudocercospora cladosporioides was detected with a high frequency in all leaf samples and to a less extent in ripe fruits. a much lower relative frequency was revealed for spilocaea oleagina and for other putative pathogens including fusarium spp., neofusicoccum spp., and alternaria spp. among non-pathogen taxa, aureobasidium pullulans, the species complex of cladosporium cladosporioides and devriesia spp. were the most represented. this study highlights the existence of a complex fungal consortium including both phytopathogenic and potentially antagonistic microorganisms that can have a significant impact on olive productions. ",2015
"800",NA,"toward accurate molecular identification of species in complex environmental samples testing the performance of sequence filtering and clustering methods","metabarcoding has the potential to become a rapid, sensitive, and effective approach for identifying species in complex environmental samples. accurate molecular identification of species depends on the ability to generate operational taxonomic units (otus) that correspond to biological species. due to the sometimes enormous estimates of biodiversity using this method, there is a great need to test the efficacy of data analysis methods used to derive otus. here, we evaluate the performance of various methods for clustering length variable 18s amplicons from complex samples into otus using a mock community and a natural community of zooplankton species. we compare analytic procedures consisting of a combination of (1) stringent and relaxed data filtering, (2) singleton sequences included and removed, (3) three commonly used clustering algorithms (mothur, uclust, and uparse), and (4) three methods of treating alignment gaps when calculating sequence divergence. depending on the combination of methods used, the number of otus varied by nearly two orders of magnitude for the mock community (60-5068 otus) and three orders of magnitude for the natural community (22-22191 otus). the use of relaxed filtering and the inclusion of singletons greatly inflated otu numbers without increasing the ability to recover species. our results also suggest that the method used to treat gaps when calculating sequence divergence can have a great impact on the number of otus. our findings are particularly relevant to studies that cover taxonomically diverse species and employ markers such as rrna genes in which length variation is extensive. ",2015
"801",NA,"divergence thresholds and divergent biodiversity estimates can metabarcoding reliably describe zooplankton communities","dna metabarcoding is a promising method for describing communities and estimating biodiversity. this approach uses high-throughput sequencing of targeted markers to identify species in a complex sample. by convention, sequences are clustered at a predefined sequence divergence threshold (often 3%) into operational taxonomic units (otus) that serve as a proxy for species. however, variable levels of interspecific marker variation across taxonomic groups make clustering sequences from a phylogenetically diverse dataset into otus at a uniform threshold problematic. in this study, we use mock zooplankton communities to evaluate the accuracy of species richness estimates when following conventional protocols to cluster hypervariable sequences of the v4 region of the small subunit ribosomal rna gene (18s) into otus. by including individually tagged single specimens and ""populations"" of various species in our communities, we examine the impact of intra- and interspecific diversity on otu clustering. communities consisting of single individuals per species generated a correspondence of 59-84% between otu number and species richness at a 3% divergence threshold. however, when multiple individuals per species were included, the correspondence between otu number and species richness dropped to 31-63%. our results suggest that intraspecific variation in this marker can often exceed 3%, such that a single species does not always correspond to one otu. we advocate the need to apply group-specific divergence thresholds when analyzing complex and taxonomically diverse communities, but also encourage the development of additional filtering steps that allow identification of artifactual rrna gene sequences or pseudogenes that may generate spurious otus. ",2015
"802",NA,"dna barcoding and pharmacovigilance of herbal medicines","pharmacovigilance of herbal medicines relies on the product label information regarding the ingredients and the adherence to good manufacturing practices along the commercialisation chain. several studies have shown that substitution of plant species occurs in herbal medicines, and this in turn poses a challenge to herbal pharmacovigilance as adverse reactions might be due to adulterated or added ingredients. authentication of constituents in herbal medicines using analytical chemistry methods can help detect contaminants and toxins, but are often limited or incapable of detecting the source of the contamination. recent developments in molecular plant identification using dna sequence data enable accurate identification of plant species from herbal medicines using defined dna markers. identification of multiple constituent species from compound herbal medicines using amplicon metabarcoding enables verification of labelled ingredients and detection of substituted, adulterated and added species. dna barcoding is proving to be a powerful method to assess species composition in herbal medicines and has the potential to be used as a standard method in herbal pharmacovigilance research of adverse reactions to specific products. ",2015
"803",NA,"metabarcoding of the kombucha microbial community grown in different microenvironments","introducing of the dna metabarcoding analysis of probiotic microbial communities allowed getting insight into their functioning and establishing a better control on safety and efficacy of the probiotic communities. in this work the kombucha poly-microbial probiotic community was analysed to study its flexibility under different growth conditions. environmental dna sequencing revealed a complex and flexible composition of the kombucha microbial culture (kmc) constituting more bacterial and fungal organisms in addition to those found by cultural method. the community comprised bacterial and yeast components including cultured and uncultivable microorganisms. culturing the kmc under different conditions revealed the core part of the community which included acetobacteria of two genera komagataeibacter (former gluconacetobacter) and gluconobacter, and representatives of several yeast genera among which brettanomyces/dekkera and pichia (including former issatchenkia) were dominant. herbaspirillum spp. and halomonas spp., which previously had not been described in kmc, were found to be minor but permanent members of the community. the community composition was dependent on the growth conditions. the bacterial component of kmc was relatively stable, but may include additional member-lactobacilli. the yeast species composition was significantly variable. high-throughput sequencing showed complexity and variability of kmc that may affect the quality of the probiotic drink. it was hypothesized that the kombucha core community might recruit some environmental bacteria, particularly lactobacilli, which potentially may contribute to the fermentative capacity of the probiotic drink. as many kmc-associated microorganisms cannot be cultured out of the community, a robust control for community composition should be provided by using dna metabarcoding. ",2015
"804",NA,"dna metabarcoding illuminates dietary niche partitioning by african large herbivores","niche partitioning facilitates species coexistence in a world of limited resources, thereby enriching biodiversity. for decades, biologists have sought to understand how diverse assemblages of large mammalian herbivores (lmh) partition food resources. several complementary mechanisms have been identified, including differential consumption of grasses versus nongrasses and spatiotemporal stratification in use of different parts of the same plant. however, the extent to which lmh partition food-plant species is largely unknown because comprehensive species-level identification is prohibitively difficult with traditional methods. we used dna metabarcoding to quantify diet breadth, composition, and overlap for seven abundant lmh species (six wild, one domestic) in semiarid african savanna. these species ranged from almost-exclusive grazers to almost-exclusive browsers: grass consumption inferred from mean sequence relative read abundance (rra) ranged from >99% (plains zebra) to <1% (dik-dik). grass rra was highly correlated with isotopic estimates of % grass consumption, indicating that rra conveys reliable quantitative information about consumption. dietary overlap was greatest between species that were similar in body size and proportional grass consumption. nonetheless, diet composition differed between all species-even pairs of grazers matched in size, digestive physiology, and location-and dietary similarity was sometimes greater across grazing and browsing guilds than within them. such taxonomically fine-grained diet partitioning suggests that coarse trophic categorizations may generate misleading conclusions about competition and coexistence in lmh assemblages, and that lmh diversity may be more tightly linked to plant diversity than is currently recognized.",2015
"805",NA,"quantification of mesocosm fish and amphibian species diversity via environmental dna metabarcoding","freshwater fauna are particularly sensitive to environmental change and disturbance. management agencies frequently use fish and amphibian biodiversity as indicators of ecosystem health and a way to prioritize and assess management strategies. traditional aquatic bioassessment that relies on capture of organisms via nets, traps and electrofishing gear typically has low detection probabilities for rare species and can injure individuals of protected species. our objective was to determine whether environmental dna (edna) sampling and metabarcoding analysis can be used to accurately measure species diversity in aquatic assemblages with differing structures. we manipulated the density and relative abundance of eight fish and one amphibian species in replicated 206-l mesocosms. environmental dna was filtered from water samples, and six mitochondrial gene fragments were illumina-sequenced to measure species diversity in each mesocosm. metabarcoding detected all nine species in all treatment replicates. additionally, we found a modest, but positive relationship between species abundance and sequencing read abundance. our results illustrate the potential for edna sampling and metabarcoding approaches to improve quantification of aquatic species diversity in natural environments and point the way towards using edna metabarcoding as an index of macrofaunal species abundance.",2016
"806",NA,"analyses of sporocarps morphotyped ectomycorrhizae environmental its and lsu sequences identify common genera that occur at a periglacial site","periglacial substrates exposed by retreating glaciers represent extreme and sensitive environments defined by a variety of abiotic stressors that challenge organismal establishment and survival. the simple communities often residing at these sites enable their analyses in depth. we utilized existing data and mined published sporocarp, morphotyped ectomycorrhizae (ecm), as well as environmental sequence data of internal transcribed spacer (its) and large subunit (lsu) regions of the ribosomal rna gene to identify taxa that occur at a glacier forefront in the north cascades mountains in washington state in the usa. the discrete data types consistently identified several common and widely distributed genera, perhaps best exemplified by inocybe and laccaria. although we expected low diversity and richness, our environmental sequence data included 37 its and 26 lsu operational taxonomic units (otus) that likely form ecm. while environmental surveys of metabarcode markers detected large numbers of targeted ecm taxa, both the fruiting body and the morphotype datasets included genera that were undetected in either of the metabarcode datasets. these included hypogeous (hymenogaster) and epigeous (lactarius) taxa, some of which may produce large sporocarps but may possess small and/or spatially patchy genets. we highlight the importance of combining various data types to provide a comprehensive view of a fungal community, even in an environment assumed to host communities of low species richness and diversity.",2015
"807",NA,"meiofaunal community analysis by high throughput sequencing comparison of extraction quality filtering and clustering methods","using molecular tools to examine community composition of meiofauna, animals 45î¼m to 1mm in size living between sediment grains in aquatic environments, is relatively new in comparison to bacterial and archaeal microbial studies. although high-throughput molecular approaches are starting to be applied to these ccommunities, effectiveness of different approaches for nucleic acid extraction from meiofauna is poorly known and bioinformatic pipelines vary between studies. given this situation, there is a need for protocols to be developed that promote consistency in sample collection and processing, sequence quality filtering, and operational taxonomic unit (otu) clustering methods. herein, we assess different approaches used for dna extraction (dna extracted directly from sediment versus elutriated material retained on a 45î¼m sieve) as well as how different quality filtering methods of sequences and otu clustering algorithms impact genetic assessment of meiofauna community composition. dna extracted directly from sediment resulted in higher presence of non-metazoan eukaryotic taxa; in contrast, an elutriation (resuspension with decanting) approach increased meiofauna abundance and enriched metazoan otus. in regards to bioinformatics analyses, the number of overall otus varied by clustering algorithm, primarily due to the applied method of sequence quality filtering. however, alpha and beta diversity analyses showed similar trends regardless of bioinformatics pipeline utilized. based on our results, we recommend studies of meiofauna communities first elutriate samples prior to dna extraction and include multiple biological replicates to account for variation in community-level composition. the quality filtering method should be carefully considered as this step accounted for large discrepancy in the number of otus inferred. ",2015
"808",NA,"not all are free living high throughput dna metabarcoding reveals a diverse community of protists parasitizing soil metazoa","protists, the most diverse eukaryotes, are largely considered to be free-living bacterivores, but vast numbers of taxa are known to parasitize plants or animals. high-throughput sequencing (hts) approaches now commonly replace cultivation-based approaches in studying soil protists, but insights into common biases associated with this method are limited to aquatic taxa and samples. we created a mock community of common free-living soil protists (amoebae, flagellates, ciliates), extracted dna and amplified it in the presence of metazoan dna using 454 hts. we aimed at evaluating whether hts quantitatively reveals true relative abundances of soil protists and at investigating whether the expected protist community structure is altered by the co-amplification of metazoan-associated protist taxa. indeed, hts revealed fundamentally different protist communities from those expected. ciliate sequences were highly over-represented, while those of most amoebae and flagellates were under-represented or totally absent. these results underpin the biases introduced by hts that prevent reliable quantitative estimations of free-living protist communities. furthermore, we detected a wide range of nonadded protist taxa probably introduced along with metazoan dna, which altered the protist community structure. among those, 20 taxa most closely resembled parasitic, often pathogenic taxa. therewith, we provide the first hts data in support of classical observational studies that showed that potential protist parasites are hosted by soil metazoa. taken together, profound differences in amplification success between protist taxa and an inevitable co-extraction of protist taxa parasitizing soil metazoa obscure the true diversity of free-living soil protist communities. ",2015
"809",NA,"obitools a unix inspired software package for dna metabarcoding","dna metabarcoding offers new perspectives in biodiversity research. this recently developed approach to ecosystem study relies heavily on the use of next-generation sequencing (ngs) and thus calls upon the ability to deal with huge sequence data sets. the obitools package satisfies this requirement thanks to a set of programs specifically designed for analysing ngs data in a dna metabarcoding context. their capacity to filter and edit sequences while taking into account taxonomic annotation helps to set up tailor-made analysis pipelines for a broad range of dna metabarcoding applications, including biodiversity surveys or diet analyses. the obitools package is distributed as an open source software available on the following website: http://metabarcoding.org/obitools. a galaxy wrapper is available on the genouest core facility toolshed: http://toolshed.genouest.org. ",2016
"810",NA,"metabarcoding of benthic eukaryote communities predicts the ecological condition of estuaries","dna-derived measurements of biological composition have the potential to produce data covering all of life, and provide a tantalizing proposition for researchers and managers. we used metabarcoding to compare benthic eukaryote composition from five estuaries of varying condition. in contrast to traditional studies, we found biotic richness was greatest in the most disturbed estuary, with this being due to the large volume of extraneous material (i.e. run-off from aquaculture, agriculture and other catchment activities) being deposited in the system. in addition, we found strong correlations between composition and a number of environmental variables, including nutrients, ph and turbidity. a wide range of taxa responded to these environmental gradients, providing new insights into their sensitivities to natural and anthropogenic stressors. metabarcoding has the capacity to bolster current monitoring techniques, enabling the decisions regarding ecological condition to be based on a more holistic view of biodiversity. ",2015
"811",NA,"tracking year to year changes in intestinal nematode communities of rufous mouse lemurs microcebus rufus","while it is known that intestinal parasite communities vary in their composition over time, there is a lack of studies addressing how variation in component communities (between-hosts) manifests in infracommunities (within-host) during the host lifespan. in this study, we investigate the changes in the intestinal parasite infracommunities in wild-living rufous mouse lemurs (microcebus rufus) from ranomafana national park in southeastern madagascar from 2010 to 2012. we used high-throughput barcoding of the 18s rrna gene to interrogate parasite community structure. our results show that in these nematode communities, there were two frequently occurring putative species and four rarer putative species. all putative species were randomly distributed over host individuals and they did not occur in clear temporal patterns. for the individuals caught in at least two different years, there was high turnover of putative species and high variation in fecal egg counts. our study shows that while there was remarkable variation in infracommunities over time, the component community was relatively stable. nevertheless, the patterns of prevalence varied substantially between years in each component community. ",2015
"812",NA,"early detection of eukaryotic communities from marine biofilm using high throughput sequencing an assessment of different sampling devices","marine biofilms are precursors for colonization by larger fouling organisms, including non-indigenous species (nis). in this study, high-throughput sequencing (hts) of 18s rrna metabarcodes was used to investigate four sampling methods (modified syringe, sterilized sponge, underwater tape and sterilized swab) for characterizing eukaryotic communities in marine biofilms. perspexâ„¢ plates were sampled in and out of water. dna collected with tape did not amplify. otherwise, there were no statistical differences in communities among the remaining three sampling devices or between the two environments. sterilized sponges are recommended for ease of use underwater. in-depth hts analysis identified diverse eukaryotic communities, dominated by metazoa and chromoalveolata. among the latter, diatoms (bacillariophyceae) were particularly abundant (33% of reads assigned to chromalveolata). the nis ciona savignyi was detected in all samples. the application of hts in marine biofilm surveillance could facilitate early detection of nis, improving the probability of successful eradication.",2015
"813",NA,"response of forest soil euglyphid testate amoebae rhizaria cercozoa to pig cadavers assessed by high throughput sequencing","decomposing cadavers modify the soil environment, but the effect on soil organisms and especially on soil protists is still poorly documented. we conducted a 35-month experiment in a deciduous forest where soil samples were taken under pig cadavers, control plots and fake pigs (bags of similar volume as the pigs). we extracted total soil dna, amplified the ssu ribosomal rna (rrna) gene v9 region and sequenced it by illumina technology and analysed the data for euglyphid testate amoebae (rhizaria: euglyphida), a common group of protozoa known to respond to micro-environmental changes. we found 51 euglyphid operational taxonomic units (otus), 45 of which did not match any known sequence. most otus decreased in abundance underneath cadavers between days 0 and 309, but some responded positively after a time lag. we sequenced the full-length ssu rrna gene of two common otus that responded positively to cadavers; a phylogenetic analysis showed that they did not belong to any known euglyphid family. this study confirmed the existence of an unknown diversity of euglyphids and that they react to cadavers. results suggest that metabarcoding of soil euglyphids could be used as a forensic tool to estimate the post-mortem interval (pmi) particularly for long-term (>2 months) pmi, for which no reliable tool exists.",2016
"814",NA,"passifor a reference library of dna barcodes for french saproxylic beetles insecta coleoptera","saproxylic beetles - associated with dead wood or with other insects, fungi and microorganisms that decompose it - play a major role in forest nutrient cycling. they are important ecosystem service providers and are used as key bio-indicators of old-growth forests. in france alone, where the present study took place, there are about 2500 species distributed within 71 families. this high diversity represents a major challenge for specimen sorting and identification. the passifor project aims at developing a dna metabarcoding approach to facilitate and enhance the monitoring of saproxylic beetles as indicators in ecological studies. as a first step toward that goal we assembled a library of dna barcodes using the standard genetic marker for animals, i.e. a portion of the coi mitochondrial gene. in the present contribution, we release a library including 656 records representing 410 species in 40 different families. species were identified by expert taxonomists, and each record is linked to a voucher specimen to enable future morphological examination. we also highlight and briefly discuss cases of low interspecific divergences, as well as cases of high intraspecific divergences that might represent cases of overlooked or cryptic diversity. ",2015
"815",NA,"effects of phylogenetic reconstruction method on the robustness of species delimitation using single locus data","coalescent-based species delimitation methods combine population genetic and phylogenetic theory to provide an objective means for delineating evolutionarily significant units of diversity. the generalised mixed yule coalescent (gmyc) and the poisson tree process (ptp) are methods that use ultrametric (gmyc or ptp) or non-ultrametric (ptp) gene trees as input, intended for use mostly with single-locus data such as dna barcodes. here, we assess how robust the gmyc and ptp are to different phylogenetic reconstruction and branch smoothing methods. we reconstruct over 400 ultrametric trees using up to 30 different combinations of phylogenetic and smoothing methods and perform over 2000 separate species delimitation analyses across 16 empirical data sets. we then assess how variable diversity estimates are, in terms of richness and identity, with respect to species delimitation, phylogenetic and smoothing methods. the ptp method generally generates diversity estimates that are more robust to different phylogenetic methods. the gmyc is more sensitive, but provides consistent estimates for beast trees. the lower consistency of gmyc estimates is likely a result of differences among gene trees introduced by the smoothing step. unresolved nodes (real anomalies or methodological artefacts) affect both gmyc and ptp estimates, but have a greater effect on gmyc estimates. branch smoothing is a difficult step and perhaps an underappreciated source of bias that may be widespread among studies of diversity and diversification. nevertheless, careful choice of phylogenetic method does produce equivalent ptp and gmyc diversity estimates. we recommend simultaneous use of the ptp model with any model-based gene tree (e.g. raxml) and gmyc approaches with beast trees for obtaining species hypotheses.",2014
"816",NA,"microbial diversity and community respiration in freshwater sediments influenced by artificial light at night","an increasing proportion of the earth's surface is illuminated at night. in aquatic ecosystems, artificial light at night (alan) may influence microbial communities living in the sediments. these communities are highly diverse and play an important role in the global carbon cycle. we combined field and laboratory experiments using sediments from an agricultural drainage system to examine how alan affects communities and alters carbon mineralization. two identical light infrastructures were installed parallel to a drainage ditch before the start of the experiment. dna metabarcoding indicated that both sediment communities were similar. after one was lit for five months (july-december 2012) we observed an increase in photoautotroph abundance (diatoms, cyanobacteria) in alan-exposed sediments. in laboratory incubations mimicking summer and winter (six weeks each), communities in sediments that were exposed to alan for 1 year (july 2012-june 2013) showed less overall seasonal change compared with alan-naive sediments. nocturnal community respiration was reduced in alan-exposed sediments. in long-term exposed summer-sediments, we observed a shift from negative to positive net ecosystem production. our results indicate alan may alter sediment microbial communities over time, with implications for ecosystem-level functions. it may thus have the potential to transform inland waters to nocturnal carbon sinks.",2015
"817",NA,"tag jumps illuminated reducing sequence to sample misidentifications in metabarcoding studies","metabarcoding of environmental samples on second-generation sequencing platforms has rapidly become a valuable tool for ecological studies. a fundamental assumption of this approach is the reliance on being able to track tagged amplicons back to the samples from which they originated. in this study, we address the problem of sequences in metabarcoding sequencing outputs with false combinations of used tags (tag jumps). unless these sequences can be identified and excluded from downstream analyses, tag jumps creating sequences with false, but already used tag combinations, can cause incorrect assignment of sequences to samples and artificially inflate diversity. in this study, we document and investigate tag jumping in metabarcoding studies on illumina sequencing platforms by amplifying mixed-template extracts obtained from bat droppings and leech gut contents with tagged generic arthropod and mammal primers, respectively. we found that an average of 2.6% and 2.1% of sequences had tag combinations, which could be explained by tag jumping in the leech and bat diet study, respectively. we suggest that tag jumping can happen during blunt-ending of pools of tagged amplicons during library build and as a consequence of chimera formation during bulk amplification of tagged amplicons during library index pcr. we argue that tag jumping and contamination between libraries represents a considerable challenge for illumina-based metabarcoding studies, and suggest measures to avoid false assignment of tag jumping-derived sequences to samples. ",2015
"818",NA,"phytoref a reference database of the plastidial 16s rrna gene of photosynthetic eukaryotes with curated taxonomy","photosynthetic eukaryotes have a critical role as the main producers in most ecosystems of the biosphere. the ongoing environmental metabarcoding revolution opens the perspective for holistic ecosystems biological studies of these organisms, in particular the unicellular microalgae that often lack distinctive morphological characters and have complex life cycles. to interpret environmental sequences, metabarcoding necessarily relies on taxonomically curated databases containing reference sequences of the targeted gene (or barcode) from identified organisms. to date, no such reference framework exists for photosynthetic eukaryotes. in this study, we built the phytoref database that contains 6490 plastidial 16s rdna reference sequences that originate from a large diversity of eukaryotes representing all known major photosynthetic lineages. we compiled 3333 amplicon sequences available from public databases and 879 sequences extracted from plastidial genomes, and generated 411 novel sequences from cultured marine microalgal strains belonging to different eukaryotic lineages. a total of 1867 environmental sanger 16s rdna sequences were also included in the database. stringent quality filtering and a phylogeny-based taxonomic classification were applied for each 16s rdna sequence. the database mainly focuses on marine microalgae, but sequences from land plants (representing half of the phytoref sequences) and freshwater taxa were also included to broaden the applicability of phytoref to different aquatic and terrestrial habitats. phytoref, accessible via a web interface (http://phytoref.fr), is a new resource in molecular ecology to foster the discovery, assessment and monitoring of the diversity of photosynthetic eukaryotes using high-throughput sequencing. ",2015
"819",NA,"reconstructing long term human impacts on plant communities an ecological approach based on lake sediment dna","paleoenvironmental studies are essential to understand biodiversity changes over long timescales and to assess the relative importance of anthropogenic and environmental factors. sedimentary ancient dna (sedadna) is an emerging tool in the field of paleoecology and has proven to be a complementary approach to the use of pollen and macroremains for investigating past community changes. sedadna-based reconstructions of ancient environments often rely on indicator taxa or expert knowledge, but quantitative ecological analyses might provide more objective information. here, we analysed sedadna to investigate plant community trajectories in the catchment of a high-elevation lake in the alps over the last 6400â years. we combined data on past and present plant species assemblages along with sedimentological and geochemical records to assess the relative impact of human activities through pastoralism, and abiotic factors (temperature and soil evolution). over the last 6400â years, we identified significant variation in plant communities, mostly related to soil evolution and pastoral activities. an abrupt vegetational change corresponding to the establishment of an agropastoral landscape was detected during the late holocene, approximately 4500â years ago, with the replacement of mountain forests and tall-herb communities by heathlands and grazed lands. our results highlight the importance of anthropogenic activities in mountain areas for the long-term evolution of local plant assemblages. sedadna data, associated with other paleoenvironmental proxies and present plant assemblages, appear to be a relevant tool for reconstruction of plant cover history. their integration, in conjunction with classical tools, offers interesting perspectives for a better understanding of long-term ecosystem dynamics under the influence of human-induced and environmental drivers. ",2015
"820",NA,"detection and isolation of sindbis virus from mosquitoes captured during an outbreak in sweden 2013","mosquito-borne alphaviruses have the potential to cause large outbreaks throughout the world. here we investigated the causative agent of an unexpected sindbis virus (sinv) outbreak during august-september, 2013, in a previously nonendemic region of sweden. mosquitoes were collected using carbon dioxide-baited cdc traps at locations close to human cases. the mosquitoes were initially screened as large pools by sinv-specific quantitative rt-pcr, and the sinv-positive mosquitoes were species determined by single-nucleotide polymorphism (snp) analysis, followed by sequencing the barcoding region of the cytochrome oxidase i gene. the proportion of the collected mosquitoes was determined by a metabarcoding strategy. by using novel strategies for pcr screening and genetic typing, a new sinv strain, lã¶vã¥nger, was isolated from a pool of 1600 mosquitoes composed of culex, culiseta, and aedes mosquitoes as determined by metabarcoding. the sinv-positive mosquito culiseta morsitans was identified by snp analysis and sequencing. after whole-genome sequencing and phylogenetic analysis, the sinv lã¶vã¥nger isolate was shown to be most closely similar to recent finnish sinv isolates. in conclusion, within a few weeks, we were able to detect and isolate a novel sinv strain and identify the mosquito vector during a sudden sinv outbreak. ",2015
"821",NA,"environmental genes and genomes understanding the differences and challenges in the approaches and software for their analyses","dna-based taxonomic and functional profiling is widely used for the characterization of organismal communities across a rapidly increasing array of research areas that include the role of microbiomes in health and disease, biomonitoring, and estimation of both microbial and metazoan species richness. two principal approaches are currently used to assign taxonomy to dna sequences: dna metabarcoding and metagenomics. when initially developed, each of these approaches mandated their own particular methods for data analysis; however, with the development of high-throughput sequencing (hts) techniques they have begun to share many aspects in data set generation and processing. in this review we aim to define the current characteristics, goals and boundaries of each field, and describe the different software used for their analysis. we argue that an appreciation of the potential and limitations of each method can help underscore the improvements required by each field so as to better exploit the richness of current hts-based data sets. ",2015
"822",NA,"metabarcoding is powerful yet still blind a comparative analysis of morphological and molecular surveys of seagrass communities","in the context of the sixth wave of extinction, reliable surveys of biodiversity are increasingly needed to infer the cause and consequences of species and community declines, identify early warning indicators of tipping points, and provide reliable impact assessments before engaging in activities with potential environmental hazards. dna metabarcoding has emerged as having potential to provide speedy assessment of community structure from environmental samples. here we tested the reliability of metabarcoding by comparing morphological and molecular inventories of invertebrate communities associated with seagrasses through estimates of alpha and beta diversity, as well as the identification of the most abundant taxa. sediment samples were collected from six zostera marina seagrass meadows across brittany, france. metabarcoding surveys were performed using both mitochondrial (cytochrome oxidase i) and nuclear (small subunit 18s ribosomal rna) markers, and compared to morphological inventories compiled by a long-term benthic monitoring network. a sampling strategy was defined to enhance performance and accuracy of results by preventing the dominance of larger animals, boosting statistical support through replicates, and using two genes to compensate for taxonomic biases. molecular barcodes proved powerful by revealing a remarkable level of diversity that vastly exceeded the morphological survey, while both surveys identified congruent differentiation of the meadows. however, despite the addition of individual barcodes of common species into taxonomic reference databases, the retrieval of only 36% of these species suggest that the remaining were either not present in the molecular samples or not detected by the molecular screening. this finding exemplifies the necessity of comprehensive and well-curated taxonomic reference libraries and multi-gene surveys. overall, results offer methodological guidelines and support for metabarcoding as a powerful and repeatable method of characterizing communities, while also presenting suggestions for improvement, including implementation of pilot studies prior to performing full ""blind"" metabarcoding assessments to optimize sampling and amplification protocols. ",2015
"823",NA,"biological invasions climate change and genomics","the rate of biological invasions is expected to increase as the effects of climate change on biological communities become widespread. climate change enhances habitat disturbance which facilitates the establishment of invasive species, which in turn provides opportunities for hybridization and introgression. these effects influence local biodiversity that can be tracked through genetic and genomic approaches. metabarcoding and metagenomic approaches provide a way of monitoring some types of communities under climate change for the appearance of invasives. introgression and hybridization can be followed by the analysis of entire genomes so that rapidly changing areas of the genome are identified and instances of genetic pollution monitored. genomic markers enable accurate tracking of invasive species' geographic origin well beyond what was previously possible. new genomic tools are promoting fresh insights into classic questions about invading organisms under climate change, such as the role of genetic variation, local adaptation and climate pre-adaptation in successful invasions. these tools are providing managers with often more effective means to identify potential threats, improve surveillance and assess impacts on communities. we provide a framework for the application of genomic techniques within a management context and also indicate some important limitations in what can be achieved. ",2015
"824",NA,"evaluation of the performances of ribosomal database project rdp classifier for taxonomic assignment of 16s rrna metabarcoding sequences generated from illumina solexa ngs","here we report a benchmark of the effect of bootstrap cut-off values of the rdp classifier tool in terms of data retention along the different taxonomic ranks by using illumina reads. results provide guidelines for planning sequencing depths and selection of bootstrap cut-off in taxonomic assignments. ",2015
"825",NA,"dna metabarcoding diet analysis for species with parapatric vs sympatric distribution a case study on subterranean rodents","closely related sympatric species commonly develop different ecological strategies to avoid competition. ctenomys minutus and c. flamarioni are subterranean rodents parapatrically distributed in the southern brazilian coastal plain, showing a narrow sympatric zone. to gain understanding on food preferences and possible competition for food resources, we evaluated their diet composition performing dna metabarcoding analyzes of 67 c. minutus and 100 c. flamarioni scat samples, collected along the species geographical ranges. thirteen plant families, mainly represented by poaceae, araliaceae, asteraceae and fabaceae, were identified in the diet of c. minutus. for c. flamarioni, 10 families were recovered, with a predominance of poaceae, araliaceae and asteraceae. a significant correlation between diet composition and geographical distance was detected in c. minutus, whereas the diet of c. flamarioni was quite homogeneous throughout its geographical distribution. no significant differences were observed between males and females of each species. however, differences in diet composition between species were evident according to multivariate analysis. our results suggest some level of diet partitioning between c. flamarioni and c. minutus in the sympatric region. while the first species is more specialized on few plant items, the second showed a more varied and heterogeneous diet pattern among individuals. these differences might have been developed to avoid competition in the region of co-occurrence. resource availability in the environment also seems to influence food choices. our data indicate that c. minutus and c. flamarioni are generalist species, but that some preference for poaceae, asteraceae and araliaceae families can be suggested for both rodents. ",2015
