"","@_fa","url","identifier","eid","title","creator","publicationName","issn","eIssn","pageRange","coverDate","coverDisplayDate","doi","description","citedby-count","aggregationType","subtype","subtypeDescription","author-count.@limit","author-count.$","authkeywords","source-id","fund-no","fund-sponsor","openaccess","openaccessFlag","entry_number","volume","issueIdentifier","pubmed-id","article-number","fund-acr","pii","YearPub"
"953","true","https://api.elsevier.com/content/abstract/scopus_id/84957651145","SCOPUS_ID:84957651145","2-s2.0-84957651145","Metabarcoding reveals strong spatial structure and temporal turnover of zooplankton communities among marine and freshwater ports","Chain F.","Diversity and Distributions","13669516","14724642","493-504","2016-05-01","1 May 2016","10.1111/ddi.12427","© 2016 John Wiley  &  Sons Ltd. Aim: The urgent need for large-scale spatio-temporal assessments of biodiversity in the face of rapid environmental change prompts technological advancements in species identification and biomonitoring such as metabarcoding. The high-throughput DNA sequencing of bulk samples offers many advantages over traditional morphological identification for describing community composition. Our objective was to evaluate the applicability of metabarcoding to identify species in taxonomically complex samples, evaluate biodiversity trends across broad geographical and temporal scales and facilitate cross-study comparisons. Location: Marine and freshwater ports along Canadian coastlines (Pacific, Arctic and Atlantic) and the Great Lakes. Methods: We used metabarcoding of bulk zooplankton samples to identify species and profile biodiversity across habitats and seasons in busy commercial ports. A taxonomic assignment approach circumventing sequence clustering was implemented to provide increased resolution and accuracy compared to pre-clustering. Results: Taxonomic classification of over seven million sequences identified organisms spanning around 400 metazoan families and complements previous surveys based on morphological identification. Metabarcoding revealed over 30 orders that were previously not reported, while certain taxonomic groups were underrepresented because of depauperate reference databases. Despite the limitations of assigning metabarcoding data to the species level, zooplankton communities were distinct among coastlines and significantly divergent among marine, freshwater and estuarine habitats even at the family level. Furthermore, biodiversity varied substantially across two seasons reaching a beta diversity of 0.9 in a sub-Arctic port exposed to high vessel traffic. Main Conclusions: Metabarcoding offers a powerful and sensitive approach to conduct large-scale biodiversity surveys and allows comparability across studies when rooted in taxonomy. We highlight ways of overcoming current limitations of metabarcoding for identifying species and assessing biodiversity, which has important implications for detecting organisms at low abundance such as endangered species and early invaders. Our study conveys pertinent and timely considerations for future large-scale monitoring surveys in relationship to environmental change.","30","Journal","ar","Article","100","4","18S | Biodiversity | Bioinformatics | Biomonitoring | DNA barcoding | OTU clustering","14551","undefined",NA,"0","FALSE","976","22","5",NA,NA,NA,NA,2016
"954","true","https://api.elsevier.com/content/abstract/scopus_id/84951737650","SCOPUS_ID:84951737650","2-s2.0-84951737650","Quantitative DNA metabarcoding: Improved estimates of species proportional biomass using correction factors derived from control material","Thomas A.","Molecular Ecology Resources","1755098X","17550998","714-726","2016-05-01","1 May 2016","10.1111/1755-0998.12490","© 2016 John Wiley  &  Sons Ltd. DNA metabarcoding is a powerful new tool allowing characterization of species assemblages using high-throughput amplicon sequencing. The utility of DNA metabarcoding for quantifying relative species abundances is currently limited by both biological and technical biases which influence sequence read counts. We tested the idea of sequencing 50/50 mixtures of target species and a control species in order to generate relative correction factors (RCFs) that account for multiple sources of bias and are applicable to field studies. RCFs will be most effective if they are not affected by input mass ratio or co-occurring species. In a model experiment involving three target fish species and a fixed control, we found RCFs did vary with input ratio but in a consistent fashion, and that 50/50 RCFs applied to DNA sequence counts from various mixtures of the target species still greatly improved relative abundance estimates (e.g. average per species error of 19 ± 8% for uncorrected vs. 3 ± 1% for corrected estimates). To demonstrate the use of correction factors in a field setting, we calculated 50/50 RCFs for 18 harbour seal (Phoca vitulina) prey species (RCFs ranging from 0.68 to 3.68). Applying these corrections to field-collected seal scats affected species percentages from individual samples (<U+0394> 6.7 ± 6.6%) more than population-level species estimates (<U+0394> 1.7 ± 1.2%). Our results indicate that the 50/50 RCF approach is an effective tool for evaluating and correcting biases in DNA metabarcoding studies. The decision to apply correction factors will be influenced by the feasibility of creating tissue mixtures for the target species, and the level of accuracy needed to meet research objectives.","58","Journal","ar","Article","100","5","Diet analysis | DNA barcoding | Environmental DNA | Predator prey interactions","11700154306","undefined",NA,"0","FALSE","977","16","3","26602877",NA,NA,NA,2016
"955","true","https://api.elsevier.com/content/abstract/scopus_id/84971425356","SCOPUS_ID:84971425356","2-s2.0-84971425356","DNA-based identification of aquatic invertebrates - Useful in the South African context?","Venter H.","South African Journal of Science",NA,"19967489",NA,"2016-05-01","May-June 2016","10.17159/sajs.2016/20150444","© 2016. The Author(s). The concept of using specific regions of DNA to identify organisms - processes such as DNA barcoding - is not new to South African biologists. The African Centre for DNA Barcoding reports that 12 548 plant species and 1493 animal species had been barcoded in South Africa by July 2013, while the Barcode of Life Database (BOLD) contains 62 926 records for South Africa, 11 392 of which had species names (representing 4541 species). In light of this, it is surprising that aquatic macroinvertebrates of South Africa have not received much attention as potential barcoding projects thus far - barcoding of aquatic species has tended to focus on invasive species and fishes. Perusal of the BOLD records for South Africa indicates a noticeable absence of aquatic macroinvertebrates, including families used for biomonitoring strategies such as the South African Scoring System. Meanwhile, the approach of collecting specimens and isolating their DNA individually in order to identify them (as in the case of DNA barcoding), has been shifting towards making use of the DNA which organisms naturally shed into their environments (eDNA). Coupling environmental and bulk sample DNA with high-throughput sequencing technology has given rise to metabarcoding, which has the potential to characterise the whole community of organisms present in an environment. Harnessing barcoding and metabarcoding approaches with environmental DNA (eDNA) potentially offers a non-invasive means of measuring the biodiversity in an environment and has great potential for biomonitoring. Aquatic ecosystems are well suited to these approaches - but could they be useful in a South African context?","0","Journal","re","Review","100","2","Aquatic macroinvertebrates | Biomonitoring | DNA barcoding | EDNA | Metabarcoding","24880","undefined",NA,"1","TRUE","978","112","5-6",NA,"20150444",NA,NA,2016
"956","true","https://api.elsevier.com/content/abstract/scopus_id/84957080342","SCOPUS_ID:84957080342","2-s2.0-84957080342","Extracellular DNA extraction is a fast, cheap and reliable alternative for multi-taxa surveys based on soil DNA","Zinger L.","Soil Biology and Biochemistry","00380717",NA,"16-19","2016-05-01","May 01, 2016","10.1016/j.soilbio.2016.01.008","© 2016 Elsevier Ltd. DNA metabarcoding on soil samples is increasingly used for large-scale and multi-taxa biodiversity studies. However, DNA extraction may be a major bottleneck for such wide uses. It should be cost/time effective and allow dealing with large sample volumes so as to maximise the representativeness of both micro- and macro-organisms diversity. Here, we compared the performances of a fast and cheap extracellular DNA extraction protocol with a total DNA extraction method in retrieving bacterial, eukaryotic and plant diversity from tropical soil samples of ca. 10 g. The total DNA extraction protocol yielded more high-quality DNA. Yet, the extracellular DNA protocol provided similar diversity assessments although it presented some differences in clades relative abundance and undersampling biases. We argue that extracellular DNA is a good compromise between cost, labor, and accuracy for high-throughput DNA metabarcoding studies of soil biodiversity.","15","Journal","ar","Article","100","10","DNA extraction protocol | DNA metabarcoding | Multi-taxa biodiversity | Tropical forest","14802","ANR-10-LABX-25-01","Agence Nationale de la Recherche","0","FALSE","979","96",NA,NA,NA,NA,"S0038071716000237",2016
"957","true","https://api.elsevier.com/content/abstract/scopus_id/84961226363","SCOPUS_ID:84961226363","2-s2.0-84961226363","DNA-metabarcoding uncovers the diversity of soil-inhabiting fungi in the tropical island of Puerto Rico","Urbina H.","Mycoscience","13403540","16182545","217-227","2016-05-01","1 May 2016","10.1016/j.myc.2016.02.001","© 2016 The Mycological Society of Japan. Published by Elsevier B.V. All rights reserved. Soil fungal communities in tropical regions remain poorly understood. In order to increase the knowledge of diversity of soil-inhabiting fungi, we extracted total DNA from top-organic soil collected in seven localities dominated by four major ecosystems in the tropical island of Puerto Rico. In order to comprehensively characterize the fungal community, we PCR-amplified the internal transcribed spacer 2 (ITS2) fungal barcode using newly designed degenerated primers and varying annealing temperatures to minimize primer bias. Sequencing results, obtained using Ion Torrent technology, comprised a total of 566,613 sequences after quality filtering. These sequences were clustered into 4140 molecular operational taxonomic units (MOTUs) after removing low frequency sequences and rarefaction to account for differences in read depth between samples. Our results demonstrate that soil fungal communities in Puerto Rico are structured by ecosystem. Ascomycota, followed by Basidiomycota, dominates the diversity of fungi in soil. Amongst Ascomycota, the recently described soil-inhabiting class Archaeorhizomycetes was present in all localities, and taxa in Archaeorhizomycetes were among the most commonly observed MOTUs. The Basidiomycota community was dominated by soil decomposers and ectomycorrhizal fungi with a distribution strongly affected by local variation to a greater degree than Ascomycota.","6","Journal","ar","Article","100","4","Communities | Dikarya | High-throughput sequencing | Internal transcribed spacer | Molecular operational taxonomic unit","19860","2014-IC-082","Carl Tryggers Stiftelse för Vetenskaplig Forskning","0","FALSE","980","57","3",NA,NA,NA,"S1340354016000152",2016
"958","true","https://api.elsevier.com/content/abstract/scopus_id/84966559366","SCOPUS_ID:84966559366","2-s2.0-84966559366","Coalescing molecular evolution and DNA barcoding","Zinger L.","Molecular Ecology","09621083","1365294X","1908-1910","2016-05-01","1 May 2016","10.1111/mec.13639","© 2016 John Wiley  &  Sons Ltd. The DNA barcoding concept (Woese et al.; Hebert et al.) has considerably boosted taxonomy research by facilitating the identification of specimens and discovery of new species. Used alone or in combination with DNA metabarcoding on environmental samples (Taberlet et al.), the approach is becoming a standard for basic and applied research in ecology, evolution and conservation across taxa, communities and ecosystems (Scheffers et al.; Kress et al.). However, DNA barcoding suffers from several shortcomings that still remain overlooked, especially when it comes to species delineation (Collins & Cruickshank). In this issue of Molecular Ecology, Barley & Thomson () demonstrate that the choice of models of sequence evolution has substantial impacts on inferred genetic distances, with a propensity of the widely used Kimura 2-parameter model to lead to underestimated species richness. While DNA barcoding has been and will continue to be a powerful tool for specimen identification and preliminary taxonomic sorting, this work calls for a systematic assessment of substitution models fit on barcoding data used for species delineation and reopens the debate on the limitation of this approach.","10","Journal","re","Review","100","2","clustering methods | genetic distances | posterior predictive simulations | species delimitation","20297","undefined",NA,"0","FALSE","981","25","9","27169389",NA,NA,NA,2016
"959","true","https://api.elsevier.com/content/abstract/scopus_id/84964607558","SCOPUS_ID:84964607558","2-s2.0-84964607558","The utility of DNA metabarcoding for studying the response of arthropod diversity and composition to land-use change in the tropics","Beng K.","Scientific Reports",NA,"20452322",NA,"2016-04-26","26 April 2016","10.1038/srep24965","Metabarcoding potentially offers a rapid and cheap method of monitoring biodiversity, but real-world applications are few. We investigated its utility in studying patterns of litter arthropod diversity and composition in the tropics. We collected litter arthropods from 35 matched forest-plantation sites across Xishuangbanna, southwestern China. A new primer combination and the MiSeq platform were used to amplify and sequence a wide variety of litter arthropods using simulated and real-world communities. Quality filtered reads were clustered into 3,624 MOTUs at =97% similarity and the taxonomy of each MOTU was predicted. We compared diversity and compositional differences between forests and plantations (rubber and tea) for all MOTUs and for eight arthropod groups. We obtained ~100% detection rate after in silico sequencing six mock communities with known arthropod composition. Ordination showed that rubber, tea and forest communities formed distinct clusters. a-diversity declined significantly between forests and adjacent plantations for more arthropod groups in rubber than tea, and diversity of order Orthoptera increased significantly in tea. Turnover was higher in forests than plantations, but patterns differed among groups. Metabarcoding is useful for quantifying diversity patterns of arthropods under different land-uses and the MiSeq platform is effective for arthropod metabarcoding in the tropics.","24","Journal","ar","Article","100","7",NA,"21100200805","undefined",NA,"1","TRUE","982","6",NA,"27112993","24965",NA,"srep24965",2016
"960","true","https://api.elsevier.com/content/abstract/scopus_id/84963838671","SCOPUS_ID:84963838671","2-s2.0-84963838671","Fecal metagenomics for the simultaneous assessment of diet, parasites, and population genetics of an understudied primate","Srivathsan A.","Frontiers in Zoology",NA,"17429994",NA,"2016-04-21","April 21, 2016","10.1186/s12983-016-0150-4","© 2016 Srivathsan et al. Background: Rapid habitat loss and degradation are responsible for population decline in a growing number of species. Understanding the natural history of these species is important for designing conservation strategies, such as habitat enhancements or ex-situ conservation. The acquisition of observational data may be difficult for rare and declining species, but metagenomics and metabarcoding can provide novel kinds of information. Here we use these methods for analysing fecal samples from an endangered population of a colobine primate, the banded leaf monkey (Presbytis femoralis). Results: We conducted metagenomics via shotgun sequencing on six fecal samples obtained from a remnant population of P. femoralis in a species-rich rainforest patch in Singapore. Shotgun sequencing and identification against a plant barcode reference database reveals a broad dietary profile consisting of at least 53 plant species from 33 families. The diet includes exotic plant species and is broadly consistent with > 2 years of observational data. Metagenomics identified 15 of the 24 plant genera for which there is observational data, but also revealed at least 36 additional species. DNA traces for the diet species were recovered and identifiable in the feces despite long digestion times and a large number of potential food plants within the rainforest habitat (>700 species). We also demonstrate that metagenomics provides greater taxonomic resolution of food plant species by utilizing multiple genetic markers as compared to single-marker metabarcoding. In addition, full mitochondrial genomes of P. femoralis individuals were reconstructed from fecal metagenomic shotgun reads, showing very low levels of genetic diversity in the focal population, and the presence of gut parasites could also be confirmed. Metagenomics thus allows for the simultaneous assessment of diet, population genetics and gut parasites based on fecal samples. Conclusions: Our study demonstrates that metagenomic shotgun sequencing of fecal samples can be successfully used to rapidly obtain natural history data for understudied species with a complex diet. We predict that metagenomics will become a routinely used tool in conservation biology once the cost per sample reduces to ~100 USD within the next few years.","29","Journal","ar","Article","100","4","Banded leaf monkeys | Colobines | Diet analyses | Metabarcoding | Metagenomics","130152","R-347-000-198-490","American Museum of Natural History","1","TRUE","983","13","1",NA,"17",NA,NA,2016
"961","true","https://api.elsevier.com/content/abstract/scopus_id/84963852838","SCOPUS_ID:84963852838","2-s2.0-84963852838","Erratum: Deep-Sea, Deep-Sequencing: Metabarcoding Extracellular DNA from Sediments of Marine Canyons (PLoS ONE (2015) 10:10 (e0139633) DOI: 10.1371/journal.pone.0139633)","Guardiola M.","PLoS ONE",NA,"19326203",NA,"2016-04-01","April 2016","10.1371/journal.pone.0153836",NA,"2","Journal","er","Erratum","100","6",NA,"10600153309","undefined",NA,"1","TRUE","984","11","4",NA,"e0153836",NA,NA,2016
"962","true","https://api.elsevier.com/content/abstract/scopus_id/84962911715","SCOPUS_ID:84962911715","2-s2.0-84962911715","Metabarcoding as a tool for investigating arthropod diversity in Nepenthes pitcher plants","Bittleston L.","Austral Ecology","14429985","14429993","120-132","2016-04-01","1 April 2016","10.1111/aec.12271","© 2016 Ecological Society of Australia. The biodiversity of tropical forests consists primarily of small organisms that are difficult to detect and characterize. Next-generation sequencing (NGS) methods can facilitate analyses of these arthropod and microbial communities, leading to a better understanding of existing diversity and factors influencing community assembly. The pitchers of carnivorous pitcher plants often house surprisingly discrete communities and provide ideal systems for analysis using an NGS approach. The plants digest insects in order to access essential nutrients while growing in poor soils; however, the pitchers are also home to communities of living organisms, called inquilines. Certain arthropods appear to have coevolved with their pitcher plant hosts and are not found in other environments. We used Illumina amplicon sequencing of 18S rDNA to characterize the eukaryotes in three species of Nepenthes (Nepenthaceae) pitcher plants - N.gracilis, N.rafflesiana and N.ampullaria - in each of three different parks in Singapore. The data reveal an unexpected diversity of eukaryotes, significant differences in community diversity among host species, variation in host specificity of inquilines and the presence of gregarine parasites. Counts of whole inquiline arthropods from the first collection year were roughly correlated with scaled 18S sequence abundances, indicating that amplicon sequencing is an effective means of gauging community structure. We barcoded a subset of the dipteran larvae using COI primers, and the resulting phylogenetic tree is mostly congruent with that found using the 18S locus, with the exception of one of five morphospecies. For many 18S and COI sequences, the best BLASTn matches showed low sequence identity, illustrating the need for better databases of Southeast Asian dipterans. Finally, networks of core arthropods and their host species were used to investigate degree of host specificity across multiple hosts, and this revealed significant specialization of certain arthropod fauna.","9","Journal","ar","Article","100","5","18S amplicon sequencing | Carnivorous plant | Insect | Microcosm | Network","5000159300","undefined",NA,"0","FALSE","985","41","2",NA,NA,NA,NA,2016
"963","true","https://api.elsevier.com/content/abstract/scopus_id/84961139347","SCOPUS_ID:84961139347","2-s2.0-84961139347","Amplicon-Based Pyrosequencing Reveals High Diversity of Protistan Parasites in Ships’ Ballast Water: Implications for Biogeography and Infectious Diseases","Pagenkopp Lohan K.","Microbial Ecology","00953628",NA,"530-542","2016-04-01","1 April 2016","10.1007/s00248-015-0684-6","© 2015, Springer Science+Business Media New York (outside the USA). Ships’ ballast water (BW) commonly moves macroorganisms and microorganisms across the world’s oceans and along coasts; however, the majority of these microbial transfers have gone undetected. We applied high-throughput sequencing methods to identify microbial eukaryotes, specifically emphasizing the protistan parasites, in ships’ BW collected from vessels calling to the Chesapeake Bay (Virginia and Maryland, USA) from European and Eastern Canadian ports. We utilized tagged-amplicon 454 pyrosequencing with two general primer sets, amplifying either the V4 or V9 domain of the small subunit (SSU) of the ribosomal RNA (rRNA) gene complex, from total DNA extracted from water samples collected from the ballast tanks of bulk cargo vessels. We detected a diverse group of protistan taxa, with some known to contain important parasites in marine systems, including Apicomplexa (unidentified apicomplexans, unidentified gregarines, Cryptosporidium spp.), Dinophyta (Blastodinium spp., Euduboscquella sp., unidentified syndinids, Karlodinium spp., Syndinium spp.), Perkinsea (Parvilucifera sp.), Opisthokonta (Ichthyosporea sp., Pseudoperkinsidae, unidentified ichthyosporeans), and Stramenopiles (Labyrinthulomycetes). Further characterization of groups with parasitic taxa, consisting of phylogenetic analyses for four taxa (Cryptosporidium spp., Parvilucifera spp., Labyrinthulomycetes, and Ichthyosporea), revealed that sequences were obtained from both known and novel lineages. This study demonstrates that high-throughput sequencing is a viable and sensitive method for detecting parasitic protists when present and transported in the ballast water of ships. These data also underscore the potential importance of human-aided dispersal in the biogeography of these microbes and emerging diseases in the world’s oceans.","21","Journal","ar","Article","100","5","Chesapeake Bay | Harbor | Metabarcode | Non-indigenous | Non-native | Parasite | Protist","20266","undefined",NA,"0","FALSE","986","71","3","26476551",NA,NA,NA,2016
"964","true","https://api.elsevier.com/content/abstract/scopus_id/84960888359","SCOPUS_ID:84960888359","2-s2.0-84960888359","What you need is what you eat? Prey selection by the bat Myotis daubentonii","Vesterinen E.","Molecular Ecology","09621083","1365294X","1581-1594","2016-04-01","1 April 2016","10.1111/mec.13564","© 2016 John Wiley  &  Sons Ltd. Optimal foraging theory predicts that predators are selective when faced with abundant prey, but become less picky when prey gets sparse. Insectivorous bats in temperate regions are faced with the challenge of building up fat reserves vital for hibernation during a period of decreasing arthropod abundances. According to optimal foraging theory, prehibernating bats should adopt a less selective feeding behaviour - yet empirical studies have revealed many apparently generalized species to be composed of specialist individuals. Targeting the diet of the bat Myotis daubentonii, we used a combination of molecular techniques to test for seasonal changes in prey selectivity and individual-level variation in prey preferences. DNA metabarcoding was used to characterize both the prey contents of bat droppings and the insect community available as prey. To test for dietary differences among M. daubentonii individuals, we used ten microsatellite loci to assign droppings to individual bats. The comparison between consumed and available prey revealed a preference for certain prey items regardless of availability. Nonbiting midges (Chironomidae) remained the most highly consumed prey at all times, despite a significant increase in the availability of black flies (Simuliidae) towards the end of the season. The bats sampled showed no evidence of individual specialization in dietary preferences. Overall, our approach offers little support for optimal foraging theory. Thus, it shows how novel combinations of genetic markers can be used to test general theory, targeting patterns at both the level of prey communities and individual predators.","28","Journal","ar","Article","100","10","diet analysis | DNA barcoding | insects | Myotis daubentonii | population ecology | predator-prey interactions","20297","undefined",NA,"0","FALSE","987","25","7","26841188",NA,NA,NA,2016
"965","true","https://api.elsevier.com/content/abstract/scopus_id/84960102689","SCOPUS_ID:84960102689","2-s2.0-84960102689","A cost-effective and efficient strategy for Illumina sequencing of fungal communities: A case study of beech endophytes identified elevation as main explanatory factor for diversity and community composition","Siddique A.","Fungal Ecology","17545048",NA,"175-185","2016-04-01","April 01, 2016","10.1016/j.funeco.2015.12.009","© 2016 Elsevier Ltd and The British Mycological Society. We describe an accurate and efficient workflow for highly multiplexed paired-end Illumina sequencing of fungal full-length ITS amplicons. The impact of habitat and substratum conditions on leaf-inhabiting fungal communities was analysed. Fully vital and clearly senescent leaves of European beech (Fagus sylvatica) were sampled along an elevation gradient of about 1000 m in the Bavarian Alps, Germany, in autumn 2013. Surface-sterilised leaves were used for genomic DNA extraction, tagging-by-amplification and high-throughput sequencing. Significant correlation of community composition with elevation was observed. The mycobiome was little affected by the physiological state of the leaves, because only a partial shift of taxonomic composition was observed from vital towards clearly senescent leaves.","17","Journal","ar","Article","100","2","Biodiversity | Ecology | Elevation | Endophytes | Environmental change | European beech | Fagus sylvatica | High throughput sequencing | Illumina sequencing | Leaf-inhabiting microfungi | Metabarcoding","95143","UN262/9-1","Deutsche Forschungsgemeinschaft","0","FALSE","988","20",NA,NA,NA,NA,"S1754504816000039",2016
"966","true","https://api.elsevier.com/content/abstract/scopus_id/84963656253","SCOPUS_ID:84963656253","2-s2.0-84963656253","Top 50 most wanted fungi","Nilsson R.","MycoKeys","13144057","13144049","29-40","2016-03-18","18 March 2016","10.3897/mycokeys.12.7553","Environmental sequencing regularly recovers fungi that cannot be classified to any meaningful taxonomic level beyond ""Fungi"". There are several examples where evidence of such lineages has been sitting in public sequence databases for up to ten years before receiving scientific attention and formal recognition. In order to highlight these unidentified lineages for taxonomic scrutiny, a search function is presented that produces updated lists of approximately genus-level clusters of fungal ITS sequences that remain unidentified at the phylum, class, and order levels, respectively. The search function (https://unite.ut.ee/top50.php) is implemented in the UNITE database for molecular identification of fungi, such that the underlying sequences and fungal lineages are open to third-party annotation. We invite researchers to examine these enigmatic fungal lineages in the hope that their taxonomic resolution will not have to wait another ten years or more. Copyright R. Henrik Nilsson et al.","33","Journal","ar","Article","100","13","Environmental sequencing | Fungi | Metabarcoding | Taxonomic orphans | Taxonomy feedback loop","21100414384","undefined",NA,"1","TRUE","989","12",NA,NA,NA,NA,NA,2016
"967","true","https://api.elsevier.com/content/abstract/scopus_id/84986612853","SCOPUS_ID:84986612853","2-s2.0-84986612853","A quantitative protocol for DNA metabarcoding of springtails (Collembola)","Saitoh S.","Genome","08312796",NA,"705-723","2016-03-17","17 March 2016","10.1139/gen-2015-0228","© 2016 Published by NRC Research Press. We developed a novel protocol with superior quantitative analysis results for DNA metabarcoding of Collembola, a major soil microarthropod order. Degenerate PCR primers were designed for conserved regions in the mitochondrial cytochrome c oxidase subunit I (mtCOI) and 16S ribosomal RNA (mt16S) genes based on published collembolan mitogenomes. The best primer pair was selected based on its ability to amplify each gene, irrespective of the species. DNA was extracted from 10 natural communities sampled in a temperate forest (with typically 25-30 collembolan species per 10 soil samples) and 10 mock communities (with seven cultured collembolan species). The two gene regions were then amplified using the selected primers, ligated with adapters for 454 technology, and sequenced. Examination of the natural community samples showed that 32 and 36 operational taxonomic units (defined at a 90% sequence similarity threshold) were recovered from the mtCOI and mt16S data, respectively, which were comparable to the results of the microscopic identification of 25 morphospecies. Further, sequence abundances for each collembolan species from the mtCOI and mt16S data of the mock communities, after normalization by using a species as the internal control, showed good correlation with the number of individuals in the samples (R = 0.91-0.99), although relative species abundances within a mock community sample estimated from sequences were skewed from community composition in terms of the number of individuals or biomass of the species. Thus, this protocol enables the comparison of collembolan communities in a quantitative manner by metabarcoding.","15","Journal","cp","Conference Paper","100","9","16S | Collembola | COX1 | Metabarcoding | Quantification","22211","undefined",NA,"1","TRUE","990","59","9","27611697",NA,NA,NA,2016
"968","true","https://api.elsevier.com/content/abstract/scopus_id/84986587005","SCOPUS_ID:84986587005","2-s2.0-84986587005","Deep COI sequencing of standardized benthic samples unveils overlooked diversity of Jordanian coral reefs in the northern Red Sea","Al-Rshaidat M.","Genome","08312796",NA,"724-737","2016-03-17","17 March 2016","10.1139/gen-2015-0208","© 2016 Published by NRC Research Press. High-throughput sequencing (HTS) of DNA barcodes (metabarcoding), particularly when combined with standardized sampling protocols, is one of the most promising approaches for censusing overlooked cryptic invertebrate communities. We present biodiversity estimates based on sequencing of the cytochrome c oxidase subunit 1 (COI) gene for coral reefs of the Gulf of Aqaba, a semi-enclosed system in the northern Red Sea. Samples were obtained from standardized sampling devices (Autonomous Reef Monitoring Structures (ARMS)) deployed for 18 months. DNA barcoding of non-sessile specimens >2 mm revealed 83 OTUs in six phyla, of which only 25% matched a reference sequence in public databases. Metabarcoding of the 2 mm-500 µm and sessile bulk fractions revealed 1197 OTUs in 15 animal phyla, of which only 4.9% matched reference barcodes. These results highlight the scarcity of COI data for cryptobenthic organisms of the Red Sea. Compared with data obtained using similar methods, our results suggest that Gulf of Aqaba reefs are less diverse than two Pacific coral reefs but much more diverse than an Atlantic oyster reef at a similar latitude. The standardized approaches used here show promise for establishing baseline data on biodiversity, monitoring the impacts of environmental change, and quantifying patterns of diversity at regional and global scales.","10","Journal","cp","Conference Paper","100","8","Autonomous Reef Monitoring Structures | COI | DNA barcoding | Gulf of Aqaba | Metabarcoding","22211","undefined",NA,"0","FALSE","991","59","9","27584940",NA,NA,NA,2016
"969","true","https://api.elsevier.com/content/abstract/scopus_id/84986562973","SCOPUS_ID:84986562973","2-s2.0-84986562973","Pollen DNA barcoding: Current applications and future prospects","Bell K.","Genome","08312796",NA,"629-640","2016-03-17","17 March 2016","10.1139/gen-2015-0200","© 2016 Published by NRC Research Press. Identification of the species origin of pollen has many applications, including assessment of plant-pollinator networks, reconstruction of ancient plant communities, product authentication, allergen monitoring, and forensics. Such applications, however, have previously been limited by microscopy-based identification of pollen, which is slow, has low taxonomic resolution, and has few expert practitioners. One alternative is pollen DNA barcoding, which could overcome these issues. Recent studies demonstrate that both chloroplast and nuclear barcoding markers can be amplified from pollen. These recent validations of pollen metabarcoding indicate that now is the time for researchers in various fields to consider applying these methods to their research programs. In this paper, we review the nascent field of pollen DNA barcoding and discuss potential new applications of this technology, highlighting existing limitations and future research developments that will improve its utility in a wide range of applications.","41","Journal","cp","Conference Paper","100","7","DNA metabarcoding | High-throughput sequencing | Metagenomics | Next-generation sequencing | Palynology | Pollen","22211","undefined",NA,"0","FALSE","992","59","9","27322652",NA,NA,NA,2016
"970","true","https://api.elsevier.com/content/abstract/scopus_id/84962497350","SCOPUS_ID:84962497350","2-s2.0-84962497350","Insights into global diatom distribution and diversity in the world's ocean","Malviya S.","Proceedings of the National Academy of Sciences of the United States of America","00278424","10916490","E1516-E1525","2016-03-15","15 March 2016","10.1073/pnas.1509523113","Diatoms (Bacillariophyta) constitute one of the most diverse and ecologically important groups of phytoplankton. They are considered to be particularly important in nutrient-rich coastal ecosystems and at high latitudes, but considerably less so in the oligotrophic open ocean. The Tara Oceans circumnavigation collected samples from a wide range of oceanic regions using a standardized sampling procedure. Here, a total of ~12 million diatom V9-18S ribosomal DNA (rDNA) ribotypes, derived from 293 sizefractionated plankton communities collected at 46 sampling sites across the global ocean euphotic zone, have been analyzed to explore diatom global diversity and community composition. We provide a new estimate of diversity of marine planktonic diatoms at 4,748 operational taxonomic units (OTUs). Based on the total assigned ribotypes, Chaetoceros was the most abundant and diverse genus, followed by Fragilariopsis, Thalassiosira, and Corethron. We found only a few cosmopolitan ribotypes displaying an even distribution across stations and high abundance, many of which could not be assigned with confidence to any known genus. Three distinct communities from South Pacific, Mediterranean, and Southern Ocean waters were identified that share a substantial percentage of ribotypes within them. Sudden drops in diversity were observed at Cape Agulhas, which separates the Indian and Atlantic Oceans, and across the Drake Passage between the Atlantic and Southern Oceans, indicating the importance of these ocean circulation choke points in constraining diatom distribution and diversity. We also observed high diatom diversity in the open ocean, suggesting that diatoms may be more relevant in these oceanic systems than generally considered.","97","Journal","ar","Article","100","12","Biodiversity | Choke points | Diatoms | Metabarcoding | Tara Oceans","21121","undefined",NA,"0","FALSE","993","113","11","26929361",NA,NA,NA,2016
